id,listing_url,scrape_id,last_scraped,source,name,,,picture_url,host_id,host_url,host_name,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
7.51E+17,https://www.airbnb.com/rooms/750748704706045644,2.02E+13,05-09-2024,city scrape,Clean Escape- Centrally located- Self Check-In,,,https://a0.muscache.com/pictures/miso/Hosting-750748704706045644/original/8a646206-5b92-4fb5-82b0-91f8be263449.jpeg,255839958,https://www.airbnb.com/users/show/255839958,Kira,14-04-2019,within an hour,100%,93%,f,https://a0.muscache.com/im/pictures/user/bf9a03ad-9884-4504-b33c-87461e3540a2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/bf9a03ad-9884-4504-b33c-87461e3540a2.jpg?aki_policy=profile_x_medium,Delaware Avenue,1,1,t,t,Neighborhood highlights,SEVENTH WARD,,42.64284,-73.77997,Entire rental unit,Entire home/apt,4,1,1 bath,2,2,$131.00,1,30,1,1,1125,1125,1,1125,,t,0,0,17,291,05-09-2024,17,6,1,25-11-2022,06-08-2024,4.65,4.82,4.88,4.59,4.82,4.65,4.82,,f,1,1,0,0,0.78
7.51E+17,https://www.airbnb.com/rooms/751421033442627559,2.02E+13,05-09-2024,city scrape,Modern- Cozy Center City 2 Bedroom Apartment Style,,,https://a0.muscache.com/pictures/miso/Hosting-751421033442627559/original/93f7084a-8d26-4113-ad9b-b6af8ffefc5e.jpeg,486073806,https://www.airbnb.com/users/show/486073806,Keneisha,02-11-2022,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-486073806/original/8249bdae-326f-42c1-9642-5a025242c7a0.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-486073806/original/8249bdae-326f-42c1-9642-5a025242c7a0.jpeg?aki_policy=profile_x_medium,West Hill,1,1,t,t,Neighborhood highlights,FIFTH WARD,,42.66648,-73.76831,Entire rental unit,Entire home/apt,4,1,1 bath,2,2,$114.00,2,1125,2,2,1125,1125,2,1125,,t,28,56,86,360,05-09-2024,25,17,0,19-02-2023,31-07-2024,4.96,4.96,4.96,5,5,4.4,4.92,,f,1,1,0,0,1.33
7.52E+17,https://www.airbnb.com/rooms/752118894541630543,2.02E+13,05-09-2024,city scrape,Cozy luxury brownstone w/ parking & yard,,,https://a0.muscache.com/pictures/miso/Hosting-752118894541630543/original/c5676039-7f73-4604-8b03-30e2b3020dd1.jpeg,258664571,https://www.airbnb.com/users/show/258664571,Vorakij,28-04-2019,within an hour,100%,97%,t,https://a0.muscache.com/im/pictures/user/7d0befbc-ab7a-4612-9700-06d97b30ae2a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7d0befbc-ab7a-4612-9700-06d97b30ae2a.jpg?aki_policy=profile_x_medium,Mansion Area,2,2,t,f,Neighborhood highlights,SECOND WARD,,42.64439385,-73.75975702,Entire condo,Entire home/apt,4,1,1 bath,2,2,$139.00,2,1125,2,2,1125,1125,2,1125,,t,19,44,74,348,05-09-2024,66,45,6,26-02-2023,01-09-2024,4.8,4.86,4.82,4.91,4.98,4.53,4.74,,f,2,2,0,0,3.55
7.52E+17,https://www.airbnb.com/rooms/752337379205662422,2.02E+13,05-09-2024,city scrape,Penthouse Brownstone w/ luxury amenities,,,https://a0.muscache.com/pictures/miso/Hosting-752337379205662422/original/5bd1094b-6ed0-4497-9076-7ae74ee7fe40.jpeg,258664571,https://www.airbnb.com/users/show/258664571,Vorakij,28-04-2019,within an hour,100%,97%,t,https://a0.muscache.com/im/pictures/user/7d0befbc-ab7a-4612-9700-06d97b30ae2a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7d0befbc-ab7a-4612-9700-06d97b30ae2a.jpg?aki_policy=profile_x_medium,Mansion Area,2,2,t,f,Neighborhood highlights,SECOND WARD,,42.6444412,-73.7597141,Entire condo,Entire home/apt,4,1,1 bath,2,2,$120.00,1,365,1,1,1125,1125,1,1125,,t,24,50,80,352,05-09-2024,64,50,5,16-04-2023,02-09-2024,4.75,4.73,4.83,4.89,4.89,4.56,4.73,,f,2,2,0,0,3.77
7.57E+17,https://www.airbnb.com/rooms/756752556396798800,2.02E+13,05-09-2024,city scrape,Private Room in the Center of the Albany,,,https://a0.muscache.com/pictures/a015e460-a26f-4a10-ac0a-f037bb4211b4.jpg,69729286,https://www.airbnb.com/users/show/69729286,Musab,01-05-2016,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/5507d01f-fe58-4066-9900-5de519b5dfd6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5507d01f-fe58-4066-9900-5de519b5dfd6.jpg?aki_policy=profile_x_medium,Capitol Hill,2,2,t,t,Neighborhood highlights,SIXTH WARD,,42.65259,-73.76732,Private room in rental unit,Private room,1,1,1 shared bath,1,1,$50.00,5,365,5,5,365,365,5,365,,t,0,0,3,92,05-09-2024,15,6,0,01-01-2023,23-03-2024,4.93,4.93,4.8,4.93,5,4.87,4.93,,f,2,0,2,0,0.73
7.57E+17,https://www.airbnb.com/rooms/757342235277207834,2.02E+13,05-09-2024,city scrape,Elegant Studio in Center Square,,,https://a0.muscache.com/pictures/miso/Hosting-757342235277207834/original/bde30c04-b5e1-4901-b654-e36cd051d3e0.jpeg,188679144,https://www.airbnb.com/users/show/188679144,Elizabeth,09-05-2018,within a few hours,97%,23%,t,https://a0.muscache.com/im/pictures/user/User-188679144/original/dbc89522-af0b-4a9f-b89a-43d27fd8d11c.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-188679144/original/dbc89522-af0b-4a9f-b89a-43d27fd8d11c.jpeg?aki_policy=profile_x_medium,Center Square & Hudson/Park,9,9,t,t,,SIXTH WARD,,42.65534,-73.76461,Entire rental unit,Entire home/apt,2,1,1 bath,1,1,$70.00,7,365,7,7,365,365,7,365,,t,7,37,67,341,05-09-2024,12,5,0,25-11-2022,26-04-2024,5,4.83,4.92,5,4.92,5,4.75,,f,8,8,0,0,0.55
7.58E+17,https://www.airbnb.com/rooms/757978037279611051,2.02E+13,05-09-2024,city scrape,Charming location near universities & hospital,,,https://a0.muscache.com/pictures/miso/Hosting-757978037279611051/original/716b7d11-11ac-4851-b1fd-252499e21f19.jpeg,232967878,https://www.airbnb.com/users/show/232967878,Diana,28-12-2018,within an hour,99%,98%,t,https://a0.muscache.com/im/pictures/user/User-232967878/original/cea8ebfc-ac7a-4317-a182-2fe36680942c.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-232967878/original/cea8ebfc-ac7a-4317-a182-2fe36680942c.jpeg?aki_policy=profile_x_medium,Delaware Avenue,27,39,t,t,Neighborhood highlights,THIRTEENTH WARD,,42.67348,-73.7934,Entire rental unit,Entire home/apt,4,1,1 bath,2,2,$128.00,2,365,2,2,1125,1125,2,1125,,t,13,38,67,67,05-09-2024,37,22,0,25-02-2023,31-07-2024,4.97,4.97,4.89,5,4.95,4.92,4.89,,f,25,25,0,0,1.99
7.61E+17,https://www.airbnb.com/rooms/761141715827746314,2.02E+13,05-09-2024,city scrape,"Great place in the heart of Albany, with Parking",,,https://a0.muscache.com/pictures/miso/Hosting-761141715827746314/original/9599fa5b-0f63-44b2-8f0f-09745429c7ac.jpeg,37769478,https://www.airbnb.com/users/show/37769478,Erion,07-07-2015,within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/19024941-bf47-4590-ad50-81973610b5b5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/19024941-bf47-4590-ad50-81973610b5b5.jpg?aki_policy=profile_x_medium,Pine Hills,12,12,t,t,,SIXTH WARD,,42.65405,-73.76953,Entire rental unit,Entire home/apt,2,1,1 bath,1,1,$95.00,1,1125,1,1,1125,1125,1,1125,,t,26,53,83,357,05-09-2024,43,28,1,17-12-2022,11-08-2024,4.91,4.91,4.84,4.98,5,4.84,4.88,,f,10,10,0,0,2.05
7.65E+17,https://www.airbnb.com/rooms/764508866835218670,2.02E+13,05-09-2024,city scrape,Rest+Restore Room • Short & Extended Stay •,,,https://a0.muscache.com/pictures/hosting/Hosting-764508866835218670/original/36b756ae-d0a6-4f9c-adfc-5b4cdf7c6706.jpeg,6203319,https://www.airbnb.com/users/show/6203319,Melissa,02-05-2013,within a few hours,100%,83%,t,https://a0.muscache.com/im/pictures/user/User-6203319/original/405e88e0-4f02-48b3-b3e0-2f484900a286.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-6203319/original/405e88e0-4f02-48b3-b3e0-2f484900a286.jpeg?aki_policy=profile_x_medium,Pine Hills,3,3,t,t,Neighborhood highlights,TENTH WARD,,42.66117,-73.79091,Private room in home,Private room,1,1,1 shared bath,1,1,$75.00,1,10,1,1,10,10,1,10,,t,30,60,89,89,05-09-2024,23,16,4,01-12-2022,31-08-2024,5,4.96,4.91,4.96,5,4.91,5,,f,3,0,3,0,1.07
7.75E+17,https://www.airbnb.com/rooms/774701102203414342,2.02E+13,05-09-2024,city scrape,Entire cozy unit in Albany,,,https://a0.muscache.com/pictures/miso/Hosting-774701102203414342/original/b0dd10ff-7dd8-4d56-b2e8-bcc87685c8f6.jpeg,261036923,https://www.airbnb.com/users/show/261036923,Hasan,10-05-2019,within an hour,100%,85%,t,https://a0.muscache.com/im/pictures/user/1c1b0208-f8f2-4563-a579-e664aca35029.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1c1b0208-f8f2-4563-a579-e664aca35029.jpg?aki_policy=profile_x_medium,New Scotland,1,1,t,t,,FOURTEENTH WARD,,42.6601,-73.80719,Entire home,Entire home/apt,2,1,1 bath,1,1,$70.00,1,90,3,5,90,90,5,90,,t,10,16,46,225,05-09-2024,47,22,1,01-01-2023,24-08-2024,4.89,4.94,4.91,4.98,4.98,5,4.85,,f,1,1,0,0,2.3
7.76E+17,https://www.airbnb.com/rooms/775645647912379518,2.02E+13,05-09-2024,city scrape,Casa Coquette + King Bed+ Center Square 2 min.,,,https://a0.muscache.com/pictures/miso/Hosting-775645647912379518/original/b566b23a-8b2e-4ccd-9f35-6752a8e9b624.jpeg,115597810,https://www.airbnb.com/users/show/115597810,Massi,09-02-2017,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/b8d72fee-c448-4a36-99d7-23fe239eb841.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b8d72fee-c448-4a36-99d7-23fe239eb841.jpg?aki_policy=profile_x_medium,Center Square & Hudson/Park,1,3,t,t,Neighborhood highlights,SIXTH WARD,,42.6518469,-73.7642072,Entire home,Entire home/apt,6,2,2 baths,2,2,$145.00,2,180,2,2,1125,1125,2,1125,,t,15,32,62,282,05-09-2024,43,22,2,29-12-2022,01-09-2024,4.88,4.91,4.93,4.88,5,4.86,4.86,,f,1,1,0,0,2.09
7.86E+17,https://www.airbnb.com/rooms/786181179052991690,2.02E+13,05-09-2024,city scrape,Center Square Gem: Junior 1 Bedroom,,,https://a0.muscache.com/pictures/miso/Hosting-786181179052991690/original/95e327eb-69c2-4242-a87e-9eb77f264bc1.jpeg,188679144,https://www.airbnb.com/users/show/188679144,Elizabeth,09-05-2018,within a few hours,97%,23%,t,https://a0.muscache.com/im/pictures/user/User-188679144/original/dbc89522-af0b-4a9f-b89a-43d27fd8d11c.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-188679144/original/dbc89522-af0b-4a9f-b89a-43d27fd8d11c.jpeg?aki_policy=profile_x_medium,Center Square & Hudson/Park,9,9,t,t,Neighborhood highlights,THIRD WARD,,42.65653,-73.76223,Entire rental unit,Entire home/apt,2,1,1 bath,1,1,$74.00,1,365,1,1,365,365,1,365,,t,17,18,48,322,05-09-2024,3,2,0,11-08-2023,27-01-2024,5,5,5,5,5,4.33,5,,f,8,8,0,0,0.23
7.86E+17,https://www.airbnb.com/rooms/786196811078165173,2.02E+13,05-09-2024,previous scrape,Mansion in Albany 7minutes to Downtown Albany,,,https://a0.muscache.com/pictures/miso/Hosting-786196811078165173/original/399bb392-2dd6-45e3-9282-6fdf9a8554bf.jpeg,444163492,https://www.airbnb.com/users/show/444163492,Drasana,08-02-2022,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/e3563124-b729-4bb3-8d2b-de1bac97045c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e3563124-b729-4bb3-8d2b-de1bac97045c.jpg?aki_policy=profile_x_medium,Bishop's Gate,1,3,t,t,,FOURTH WARD,,42.67996,-73.75352,Entire home,Entire home/apt,16,,3.5 baths,5,,,30,365,30,30,365,365,30,365,,t,0,0,0,0,05-09-2024,13,7,0,22-02-2023,25-02-2024,4.69,4.46,4.77,4.92,5,4.92,4.46,,f,1,1,0,0,0.69
7.86E+17,https://www.airbnb.com/rooms/786228331433922432,2.02E+13,05-09-2024,city scrape,Glamorous 1BR Retreat in Center Square,,,https://a0.muscache.com/pictures/miso/Hosting-786228331433922432/original/1a475e4d-423e-4168-baf5-13054ff23256.jpeg,188679144,https://www.airbnb.com/users/show/188679144,Elizabeth,09-05-2018,within a few hours,97%,23%,t,https://a0.muscache.com/im/pictures/user/User-188679144/original/dbc89522-af0b-4a9f-b89a-43d27fd8d11c.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-188679144/original/dbc89522-af0b-4a9f-b89a-43d27fd8d11c.jpeg?aki_policy=profile_x_medium,Center Square & Hudson/Park,9,9,t,t,,SIXTH WARD,,42.65322,-73.76249,Entire rental unit,Entire home/apt,2,1,1 bath,1,1,$121.00,2,365,2,2,365,365,2,365,,t,30,56,86,360,05-09-2024,3,3,0,02-10-2023,18-02-2024,4.67,4.67,4.67,4.67,5,5,4.67,,f,8,8,0,0,0.26
7.86E+17,https://www.airbnb.com/rooms/786316043239579100,2.02E+13,05-09-2024,city scrape,Elegant newly renovated cozy smart apartment,,,https://a0.muscache.com/pictures/miso/Hosting-786316043239579100/original/e5c19a22-b9c3-4568-82c2-2c641c8972af.jpeg,253824490,https://www.airbnb.com/users/show/253824490,Tomar & Kash,07-04-2019,within an hour,100%,88%,f,https://a0.muscache.com/im/pictures/user/73dd43af-6fbb-4cc3-8556-20a23647a5f4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/73dd43af-6fbb-4cc3-8556-20a23647a5f4.jpg?aki_policy=profile_x_medium,Arbor Hill,1,2,t,f,,FIFTH WARD,,42.65915031,-73.75431933,Entire rental unit,Entire home/apt,4,1,1 bath,1,1,$80.00,2,1125,2,2,1125,1125,2,1125,,t,14,15,15,15,05-09-2024,35,11,0,03-02-2023,31-07-2024,4.77,4.89,4.89,4.86,4.86,4.29,4.66,,f,1,1,0,0,1.81
7.87E+17,https://www.airbnb.com/rooms/787023821243442039,2.02E+13,05-09-2024,city scrape,*The Allen House* Gorgeous Apartment - Sleeps 8,,,https://a0.muscache.com/pictures/miso/Hosting-787023821243442039/original/8c956daa-7b34-426a-bd33-2ea84a8b432b.jpeg,349460842,https://www.airbnb.com/users/show/349460842,Scott,10-06-2020,within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/User-349460842/original/b19931f2-cd8b-4aec-96be-ecf0a6a0161d.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-349460842/original/b19931f2-cd8b-4aec-96be-ecf0a6a0161d.jpeg?aki_policy=profile_x_medium,Pine Hills,10,10,t,t,Neighborhood highlights,FOURTEENTH WARD,,42.6653,-73.7943,Entire home,Entire home/apt,8,2,2 baths,3,4,$226.00,1,365,1,3,365,1125,1,1112.7,,t,22,41,69,336,05-09-2024,78,57,4,27-02-2023,02-09-2024,4.94,4.94,4.96,4.94,4.92,4.79,4.86,,f,10,4,6,0,4.2
7.88E+17,https://www.airbnb.com/rooms/788301415655396660,2.02E+13,05-09-2024,city scrape,Spacious 2 bed w/parking,,,https://a0.muscache.com/pictures/miso/Hosting-685446734667752866/original/77e90f54-3391-4681-a1e3-9fed26e9ed79.jpeg,232967878,https://www.airbnb.com/users/show/232967878,Diana,28-12-2018,within an hour,99%,98%,t,https://a0.muscache.com/im/pictures/user/User-232967878/original/cea8ebfc-ac7a-4317-a182-2fe36680942c.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-232967878/original/cea8ebfc-ac7a-4317-a182-2fe36680942c.jpeg?aki_policy=profile_x_medium,Delaware Avenue,27,39,t,t,,SECOND WARD,,42.64324,-73.75732,Entire rental unit,Entire home/apt,4,1.5,1.5 baths,2,2,$150.00,1,365,1,1,1125,1125,1,1125,,t,25,52,81,81,05-09-2024,58,26,2,01-01-2023,18-08-2024,4.81,4.81,4.9,4.88,4.84,4.19,4.74,,t,25,25,0,0,2.83
7.93E+17,https://www.airbnb.com/rooms/793223286704705121,2.02E+13,05-09-2024,city scrape,Cozy & Boho One Bed Apartment,,,https://a0.muscache.com/pictures/prohost-api/Hosting-793223286704705121/original/48333700-e2e0-430c-bb89-4c2568697ab3.jpeg,462767507,https://www.airbnb.com/users/show/462767507,Joshua,05-06-2022,within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/b38b5c9e-c6a3-4c29-8c6d-658d9aa7fd8f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b38b5c9e-c6a3-4c29-8c6d-658d9aa7fd8f.jpg?aki_policy=profile_x_medium,Park South,3,3,t,t,,SIXTH WARD,,42.65489,-73.77061,Entire rental unit,Entire home/apt,2,1,1 bath,1,1,$92.00,3,366,3,3,1125,1125,3,1125,,t,5,29,59,333,05-09-2024,17,9,1,11-02-2023,25-08-2024,4.82,4.94,4.65,4.88,5,4.41,4.65,,t,3,3,0,0,0.89
7.95E+17,https://www.airbnb.com/rooms/794723189688979530,2.02E+13,05-09-2024,city scrape,Updated 3/1 unit for Professionals and Families,,,https://a0.muscache.com/pictures/miso/Hosting-794723189688979530/original/dd6d97c1-bd94-4e4d-9761-e1d2ff4fdba4.jpeg,20144241,https://www.airbnb.com/users/show/20144241,Carla,17-08-2014,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/55e3da78-e007-455a-b2d5-6ce7e0302d7a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/55e3da78-e007-455a-b2d5-6ce7e0302d7a.jpg?aki_policy=profile_x_medium,West Hill,2,2,t,t,,FIFTH WARD,,42.67283,-73.77367,Entire rental unit,Entire home/apt,6,1,1 bath,3,3,$86.00,3,1125,3,3,1125,1125,3,1125,,t,4,30,60,334,05-09-2024,8,5,0,28-05-2023,31-07-2024,4.25,4.88,4.88,4.88,4.88,3.75,4.5,,t,1,1,0,0,0.51
7.96E+17,https://www.airbnb.com/rooms/795541666227926706,2.02E+13,05-09-2024,previous scrape,Victorian Mansion on Washington Park,,,https://a0.muscache.com/pictures/miso/Hosting-795541666227926706/original/0685ee9b-0ffc-442d-bf4f-06b59cf4c9c7.jpeg,493882819,https://www.airbnb.com/users/show/493882819,Terra,02-01-2023,within an hour,73%,100%,f,https://a0.muscache.com/im/pictures/user/344a937d-2fa9-41da-9f45-e63d80120abf.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/344a937d-2fa9-41da-9f45-e63d80120abf.jpg?aki_policy=profile_x_medium,Park South,6,6,t,t,,NINTH WARD,,42.656329,-73.7752048,Private room in bed and breakfast,Private room,15,,7 baths,7,,,1,365,1,1,365,365,1,365,,t,0,0,0,0,05-09-2024,5,4,1,13-08-2023,18-08-2024,4.6,4.8,4.4,4.4,4.6,4.6,5,,t,6,0,6,0,0.38
7.96E+17,https://www.airbnb.com/rooms/796231143904004713,2.02E+13,05-09-2024,city scrape,Washington Park Inn - Room 4,,,https://a0.muscache.com/pictures/miso/Hosting-796231143904004713/original/f868c7c1-f969-453f-8f58-aad1d995b158.png,493882819,https://www.airbnb.com/users/show/493882819,Terra,02-01-2023,within an hour,73%,100%,f,https://a0.muscache.com/im/pictures/user/344a937d-2fa9-41da-9f45-e63d80120abf.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/344a937d-2fa9-41da-9f45-e63d80120abf.jpg?aki_policy=profile_x_medium,Park South,6,6,t,t,Neighborhood highlights,NINTH WARD,,42.65582,-73.77541,Private room in bed and breakfast,Private room,2,1,1 private bath,1,1,$127.00,1,365,1,1,1125,1125,1,1125,,t,22,43,73,344,05-09-2024,10,8,0,23-07-2023,30-06-2024,4.8,4.8,4.7,5,4.8,5,4.9,,t,6,0,6,0,0.73
7.97E+17,https://www.airbnb.com/rooms/797455132224782470,2.02E+13,05-09-2024,city scrape,Albany Medical/colleges/Downtown Albany/Green ROOM,,,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6Nzk3NDU1MTMyMjI0NzgyNDcw/original/c2c858bf-c7ab-4519-a988-4664e1bb7cd7.jpeg,89705052,https://www.airbnb.com/users/show/89705052,Share,13-08-2016,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User/original/31d87914-56b6-462c-a392-c5041d7641b0.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/31d87914-56b6-462c-a392-c5041d7641b0.jpeg?aki_policy=profile_x_medium,Pine Hills,4,9,t,t,Neighborhood highlights,TENTH WARD,,42.65741,-73.78034,Private room in home,Private room,2,1,1 shared bath,1,1,$60.00,2,29,2,2,1125,1125,2,1125,,t,30,60,87,87,05-09-2024,11,4,0,29-01-2023,03-04-2024,4.91,5,5,4.82,4.91,4.91,4.91,,t,4,0,4,0,0.56
7.99E+17,https://www.airbnb.com/rooms/798715218269100922,2.02E+13,05-09-2024,city scrape,Cozy 1st Floor Apartment near the NYS Museum,,,https://a0.muscache.com/pictures/miso/Hosting-798715218269100922/original/13dd98d8-fe51-4fa1-bf7a-ba2f37c55dcf.jpeg,491607190,https://www.airbnb.com/users/show/491607190,Abba,15-12-2022,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/6856d48e-41be-4b9b-a0e2-e1e194b69ed4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6856d48e-41be-4b9b-a0e2-e1e194b69ed4.jpg?aki_policy=profile_x_medium,Capitol Hill,2,2,t,t,,SIXTH WARD,,42.65038,-73.76664,Entire rental unit,Entire home/apt,2,1,1 bath,1,1,$115.00,1,28,1,1,1125,1125,1,1125,,t,25,25,25,25,05-09-2024,9,6,0,06-02-2023,04-08-2024,4.89,5,4.89,5,5,4.78,4.44,,t,2,2,0,0,0.47
8.02E+17,https://www.airbnb.com/rooms/802216634798169031,2.02E+13,05-09-2024,city scrape,Washington Park Inn - Room 6,,,https://a0.muscache.com/pictures/miso/Hosting-802216634798169031/original/c474382b-6f5d-4b3b-b615-63f0d542be06.png,493882819,https://www.airbnb.com/users/show/493882819,Terra,02-01-2023,within an hour,73%,100%,f,https://a0.muscache.com/im/pictures/user/344a937d-2fa9-41da-9f45-e63d80120abf.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/344a937d-2fa9-41da-9f45-e63d80120abf.jpg?aki_policy=profile_x_medium,Park South,6,6,t,t,Neighborhood highlights,SIXTH WARD,,42.65751,-73.77409,Private room in bed and breakfast,Private room,2,1,1 private bath,1,1,$127.00,1,365,1,1,365,365,1,365,,t,24,47,77,347,05-09-2024,5,2,0,06-08-2023,10-02-2024,4.2,4.8,4.4,4.6,4,4.6,4.2,,t,6,0,6,0,0.38
8.04E+17,https://www.airbnb.com/rooms/803604897479679272,2.02E+13,05-09-2024,city scrape,3br/2ba Near Alb Med & St.Petes.,,,https://a0.muscache.com/pictures/miso/Hosting-803604897479679272/original/1755d3b9-79e2-4ce5-888c-29fb4c2e8267.jpeg,21886921,https://www.airbnb.com/users/show/21886921,David,28-09-2014,within an hour,100%,68%,f,https://a0.muscache.com/im/pictures/user/c33b52e9-2425-4718-9180-bfb7bf719901.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c33b52e9-2425-4718-9180-bfb7bf719901.jpg?aki_policy=profile_x_medium,Pine Hills,3,5,t,t,Neighborhood highlights,FOURTEENTH WARD,,42.66691,-73.79338,Entire rental unit,Entire home/apt,6,2,2 baths,3,3,$125.00,14,365,14,14,365,365,14,365,,t,0,14,44,318,05-09-2024,2,1,0,20-06-2023,19-06-2024,5,5,5,5,5,5,5,,f,2,2,0,0,0.14
8.04E+17,https://www.airbnb.com/rooms/803682039097862541,2.02E+13,05-09-2024,city scrape,Modern and Cozy Pine Hills Home from Early 1900s,,,https://a0.muscache.com/pictures/hosting/Hosting-803682039097862541/original/ceda6f35-4f07-4622-b511-6fa7a04aa395.jpeg,265709295,https://www.airbnb.com/users/show/265709295,Richard & Priscela,02-06-2019,within an hour,100%,93%,t,https://a0.muscache.com/im/pictures/user/918a4f54-44c1-42f3-ba34-0e4582a223d4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/918a4f54-44c1-42f3-ba34-0e4582a223d4.jpg?aki_policy=profile_x_medium,Central Avenue,2,2,t,t,,THIRTEENTH WARD,,42.6702921,-73.7907283,Entire home,Entire home/apt,10,1,1 bath,3,3,$181.00,1,730,2,2,730,730,2,730,,t,26,51,81,350,05-09-2024,7,7,0,24-03-2024,09-06-2024,5,5,5,5,5,5,5,,f,2,2,0,0,1.27
8.04E+17,https://www.airbnb.com/rooms/803814397190632412,2.02E+13,05-09-2024,city scrape,Washington Park Inn - Room 5,,,https://a0.muscache.com/pictures/miso/Hosting-803814397190632412/original/601e3633-8a6e-4145-bede-14fd0fa43124.png,493882819,https://www.airbnb.com/users/show/493882819,Terra,02-01-2023,within an hour,73%,100%,f,https://a0.muscache.com/im/pictures/user/344a937d-2fa9-41da-9f45-e63d80120abf.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/344a937d-2fa9-41da-9f45-e63d80120abf.jpg?aki_policy=profile_x_medium,Park South,6,6,t,t,Neighborhood highlights,NINTH WARD,,42.656329,-73.775205,Private room in bed and breakfast,Private room,2,1,1 private bath,1,2,$127.00,1,365,1,1,365,365,1,365,,t,26,50,80,352,05-09-2024,5,2,0,22-07-2023,07-07-2024,4.6,4.8,4.8,4.6,4.6,4.4,4.8,,t,6,0,6,0,0.36
